SITE_ID,VISIT_NO,MAGNESIUM_mgL,DOC_mgL,SILICA_mgL,CHLORIDE_mgL,COND_USCM,NITRATE_N_mgL,PH,CHLA_ugL,NTL_mgL,TURB_NTL,AMMONIA_N_mgL,POTASSIUM_mgL,SULFATE_mgL,SODIUM_mgL,COLOR_ALPHA,ANC_ueqL,CALCIUM_mgL,PTL_ugL,NITRITE_N_mgL,ALUMINUM_mgL,NITRATE_NITRITE_N_mgL,TKN_mgL,BATCH_ID
NLA17_IL-10004,1,79.037,3.85,2.829,10.544,1197.2,0,8.44,3.15,0.398,2.09,0.008,5.869,406.925,51.643,6,5417.77,84.442,14.6175,0,NA,NA,NA,NA
NLA17_WA-10027,1,3.552,4.7,0.241,5.167,87.7,0.0037,7.8,1.98,0.553,0.6,0.015,1.561,4.187,5.262,2,582.93,5.769,13.455,0.001,NA,NA,NA,NA
NLA17_NH-10063,1,0.315,4.12,4.196,0.467,15.8,5e-4,6.7,9.07,0.371,2.83,0.007,0.255,1.854,1.207,18,66.5,1.426,20.32375,0,NA,NA,NA,NA
NLA17_WI-10080,1,3.15,4.48,0.462,3.09,89.3,NA,7.83,5.3,0.241,2.76,NA,0.21,1.49,1.62,5,736,10.3,15,NA,10.2,NA,NA,NA
NLA17_ID-10001,1,1.885,1.96,18.394,0.21,55.9,0.0025,7.92,0.75,0.321,1.03,0.029,0.703,0.34,2.6,3,541.61,5.532,45.4875,0,NA,NA,NA,NA
NLA17_GA-HP001,1,0.73,11.89,0.188,5.279,30.5,4e-4,5.99,12.1,0.701,3.71,0.009,0.801,0.219,3.131,65,43.19,0.908,27.38625,0,NA,NA,NA,NA
NLA17_MI-10089,1,0.944,17.13,1.014,0.305,18.5,0.005,6.32,8.62,0.836,1.85,0.025,0.312,0.816,0.566,170,76.27,1.925,20.58,0.001,NA,NA,NA,NA
NLA17_WI-10011,1,12.2,10.1,0.798,4.85,180,NA,9.6,44.3,1.14,22.1,NA,6.1,5.63,1.87,15,1574,16.9,127,NA,434,NA,NA,NA
NLA17_IN-10039,1,5.665,4.67,3.193,4.196,163.7,0,8.99,12.8,0.674,5.6,0.017,2.245,18.752,4.817,3,1076.42,17.893,30.0975,0,NA,NA,NA,NA
NLA17_IN-10032,1,17.447,7.66,5.888,11.957,386,0,8.57,24.8,1.255,19.14,0.015,2.97,29.759,6.565,12,2999.95,44.06,62.49625,0,NA,NA,NA,NA
NLA17_WA-10001,1,0.981,9.67,0.079,14.453,62.5,5e-4,5.28,8.78,0.491,2.09,0.011,0.359,1.353,8.917,120,9.78,0.531,28.09125,0,NA,NA,NA,NA
NLA17_UT-10064,1,2.746,12.3,0.813,1.958,75,0,7.72,2,0.856,1.05,0.024,1.073,0.679,1.927,32,556,9.184,19.66625,0,NA,NA,NA,NA
NLA17_LA-10024,1,0.696,4.59,1.13,2.289,37.2,0.0011,7.4,15.31,0.715,3.38,0.026,0.929,0.066,2.401,2,231.72,3.593,41.8425,0,NA,NA,NA,NA
NLA17_WI-10110,1,2.94,13.2,1.39,5.78,71.2,NA,7.03,1250,0.759,3.11,NA,6.39,NA,4.04,55,434,3.37,286,NA,262,NA,NA,NA
NLA17_IN-10055,1,23.224,4.35,1.975,43.291,563.1,0.9504,8.46,4.37,1.621,2.11,0.025,2.824,29.712,24.209,2,3622.44,52.291,11.125,0,NA,NA,NA,NA
NLA17_WA-10009,1,3.739,0.39,20.764,5.562,97.4,0.0333,7.67,1.63,0.119,0.44,0.006,0.212,1.023,5.706,0,625.86,7.805,22.88125,0,NA,NA,NA,NA
NLA17_IN-10002,1,5.065,4.03,4.854,1.465,161.8,0.0048,8.76,4.23,0.428,1.11,0.014,0.91,16.08,3.453,3,1185.56,20.827,11.9225,0,NA,NA,NA,NA
NLA17_SD-10010,2,597.352,40.89,7.936,347.585,10460,0,8.56,7.97,4.45,27.53,0.445,188.171,6109.256,2027.53,19,8364.79,192.929,238.05875,0,NA,NA,NA,NA
NLA17_VA-10020,1,2.837,3.77,12.957,5.702,89.2,2e-4,7.71,4.09,0.313,2.66,0.007,1.861,1.625,5.83,11,626.85,7.494,25.365,0,NA,NA,NA,NA
NLA17_ME-10009,1,0.659,3.98,1.421,7.449,44.5,0,6.99,1.09,0.258,0.58,0.008,0.359,1.611,5.408,12,110.72,2.143,7.57,0,NA,NA,NA,NA
NLA17_WI-10076,1,0.682,10.7,0.387,1.11,20.3,NA,6.51,34.2,0.652,4.12,NA,1.28,0.181,0.599,60,131,1.93,49.5,NA,66,NA,NA,NA
NLA17_WA-10006,1,1.624,3.17,4.592,1.08,56.2,4e-4,8.05,8.08,0.494,3.19,0.019,0.128,0.192,4.275,27,457.79,5.307,28.66875,0,NA,NA,NA,NA
NLA17_ID-10010,1,0.693,2.96,13.613,0.259,36.4,0.0089,7.58,1.3,0.281,1.17,0.023,0.667,0.767,2.74,18,281.94,3.666,19.6575,0.001,NA,NA,NA,NA
NLA17_ME-10030,1,0.247,4.23,0.311,0.776,15.7,0,6.58,2.57,0.318,0.98,0.004,0.171,2.054,1.067,13,38.94,1.268,10.04625,0,NA,NA,NA,NA
NLA17_WI-10108,1,0.491,9.9,0.247,NA,15.7,NA,6.15,40.6,0.837,6.02,NA,1.28,NA,0.356,50,96.4,1.52,110,NA,78,NA,NA,NA
NLA17_IL-10002,1,28.081,3.77,3.915,46.998,457.1,1.0597,8.87,50.72,2.441,11.26,0.017,1.57,15.951,20.265,10,2435.71,26.721,58.55125,0.009,NA,NA,NA,NA
NLA17_VT-10009,1,1.268,1.59,5.72,0.547,176.9,0.0053,8.17,0.33,0.175,0.58,0.013,1.584,3.81,1.064,7,1586.59,32.664,6.88125,0,NA,NA,NA,NA
NLA17_IN-10004,1,19.841,6.05,2.327,49.219,536.7,0,8.4,2.69,0.6,1.85,0.013,2.256,21.344,30.02,3,3267.11,49.451,5.07625,0,NA,NA,NA,NA
NLA17_IN-10010,1,17.371,6.85,4.874,38.85,481.3,4e-4,8.41,23.31,1.086,4.36,0.013,3.045,23.966,24.777,24,2989.76,46.121,46.35875,0,NA,NA,NA,NA
NLA17_WA-10007,1,15.314,4.55,30.467,43.235,414.5,0.9089,8.44,9.9,1.616,1.44,0.012,3.838,15.773,21.34,5,2107,33.126,34.40625,0.002,NA,NA,NA,NA
NLA17_UT-10066,1,3.376,1.54,18.889,0.504,92.6,0.0044,8.6,1.87,0.201,0.39,0.01,0.67,1.231,2.341,8,689.06,10.274,30.70125,0,NA,NA,NA,NA
NLA17_NM-10004,2,39.525,12.69,13.21,13.735,740.6,0.0039,8.76,4.65,1.29,10.5,0.073,6.804,19.319,81.304,27,7668.53,36.833,143.485,0,NA,NA,NA,NA
NLA17_UT-HP002,1,4.348,3.74,4.518,0.691,150,0.0146,8.27,3.19,0.294,1.24,0.022,0.526,4.978,1.708,21,1321.29,21.383,15.45875,0.001,NA,NA,NA,NA
NLA17_ID-10030,1,0.144,1.79,5.346,0.05,11.6,0,7.02,0.62,0.109,0.67,0.001,0.185,0.198,0.883,9,93.76,1.318,10.17875,0,NA,NA,NA,NA
NLA17_NM-10003,2,6.339,4.21,5.552,6.404,336.9,3e-4,8.44,2.57,0.283,7.16,0.005,2.238,31.051,11.475,8,2578.81,49.248,21.74625,0,NA,NA,NA,NA
NLA17_NH-10004,1,0.411,7.19,0.96,9.522,50.9,4e-4,6.59,36.8,0.669,3.51,0.009,0.35,1.91,7.035,65,54.63,1.754,39.2375,0,NA,NA,NA,NA
NLA17_IL-10009,1,29.373,4.81,4.162,57.607,551.1,0.0137,8.41,3.27,0.878,1.1,0.146,3.24,21.856,27.315,15,2416.16,32.616,59.466,0,NA,NA,NA,NA
NLA17_OR-10143,1,1.97,3.14,17,NA,NA,NA,NA,1.5,0.2525,NA,NA,0.2,NA,2.06,NA,479.568,4.46,10,NA,NA,NA,0.25,NA
NLA17_OR-10011,1,1.952,3.1,17.412,0.239,41.4,0.0024,7.68,1.52,0.278,0.61,0.011,0.642,0.039,2.111,33,366.55,3.368,19.28375,0,NA,NA,NA,NA
NLA17_AZ-10006,1,11.838,11.1,19.211,13.542,321.5,0.0013,9.04,24.8,1.545,2.56,0.169,1.854,7.452,14.729,33,2898.63,35.778,422.5325,0,NA,NA,NA,NA
NLA17_VT-10001,1,0.715,5.72,4.23,4.894,52,4e-4,7.47,2.27,0.301,0.71,0.016,0.916,1.801,4.144,33,281.77,5.13,10.27875,0,NA,NA,NA,NA
NLA17_WI-10012,1,0.667,8.35,0.906,1.1,19.6,NA,6.66,7.3,0.398,2.43,NA,0.904,NA,0.641,40,131,1.76,28.9,NA,45.2,NA,NA,NA
NLA17_IN-10072,1,17.444,4.94,2.256,18.443,355.5,0.0081,8.54,8.72,0.745,4.24,0.01,2.216,24.444,8.924,13,2621.71,35.668,18.6625,0,NA,NA,NA,NA
NLA17_NM-10049,1,4.43,2.72,19.257,0.728,196.1,0.0888,8.14,5.37,0.281,9.94,0.013,1.78,32.909,8.121,13,1175.94,23.302,43.8075,0.002,NA,NA,NA,NA
NLA17_MT-10036,2,67.496,6.49,10.42,33.324,3070.9,0,8.7,4.21,0.548,2.42,0.007,13.312,1275.114,646.311,4,6115.44,66.496,26.27125,0,NA,NA,NA,NA
NLA17_UT-10009,1,10.544,2.38,2.256,3.707,281.4,0,8.4,2.59,0.17,0.94,0.009,0.183,4.61,2.103,9,2816.19,40.859,11.38875,0,NA,NA,NA,NA
NLA17_ID-10001,2,1.985,1.98,17.754,0.102,54.9,0,8.12,2.8,0.179,1.09,0.004,0.656,0.277,2.527,3,552.54,6.106,24.8775,0,NA,NA,NA,NA
NLA17_VT-10004,1,0.573,3.02,1.869,0.225,27.8,0,7.37,7.66,0.34,2.52,0.004,0.204,2.395,0.685,15,201.5,3.657,15.41625,0,NA,NA,NA,NA
NLA17_WA-10052,1,2.136,3.88,0.797,3.831,58.9,0,7.65,1.82,0.356,0.66,0.007,0.733,1.737,4.031,4,401.7,4.553,8.2275,0,NA,NA,NA,NA
NLA17_IN-10051,1,19.948,9.56,16.482,14.237,543.2,0.1392,8.14,26.72,2.004,4.18,0.497,1.276,17.271,5.416,63,5213.78,78.567,119.33625,0,NA,NA,NA,NA
NLA17_IN-10099,1,7.294,11.36,3.537,8.533,247.4,0,8.78,49.92,2.255,45.01,0.016,3.211,4.37,4.974,63,2231.42,34.204,297.13375,0,NA,NA,NA,NA
NLA17_MN-HP004,1,0.764,10.48,0.073,0.057,19.9,0,7.06,14.56,0.883,1.56,0.013,1.024,0.019,0.556,39,155.37,2.06,27.83625,0,NA,NA,NA,NA
NLA17_MT-10018,1,181.78,13.19,1.964,18.381,4169.2,0,9,2.92,1.266,1.2,0.028,15.257,2273.753,669.693,40,1832.18,119.335,34.6275,0,NA,NA,NA,NA
NLA17_ID-10075,1,3.372,6.31,21.915,6.203,166.2,0.0024,8.25,2.37,0.483,16.96,0.031,4.443,4.759,10.68,23,1257.49,15.093,147.26875,0,NA,NA,NA,NA
NLA17_SD-10008,1,280.35,19.32,13.838,42.558,3400,0,8.48,82.4,4.825,24.72,0.027,37.088,1891.306,240.687,45,3964.06,177.818,300.42625,0,NA,NA,NA,NA
NLA17_WA-10003,1,3.198,7.36,9.939,0.487,109.1,1e-4,7.4,5.95,0.493,2.19,0.011,0.222,0.015,2.366,63,1031.83,15.128,33.17625,0,NA,NA,NA,NA
NLA17_WI-10022,1,0.313,5.48,0.122,NA,13.7,NA,6.39,1.87,0.274,1.45,NA,0.661,1.64,0.239,10,51,1.07,11.6,NA,17.1,NA,NA,NA
NLA17_VT-10019,1,2.554,2.23,3.484,6.394,166.8,0,8.03,4.18,0.168,1.51,0.007,0.475,5.184,5.196,20,1299.42,24.157,10.545,0,NA,NA,NA,NA
NLA17_ID-10005,1,17.581,5.5,7.966,27.936,416.3,0.005,8.59,22.72,1.074,3.57,0.059,4.548,11.799,22.229,19,3007.41,34.6,68.87875,0,NA,NA,NA,NA
NLA17_VA-10005,1,2.858,3.17,16.341,3.194,90.9,7e-4,7.8,19.68,0.32,4.21,0.009,2.288,3.853,5.089,15,658.16,7.188,36.69625,0,NA,NA,NA,NA
NLA17_WA-10050,1,30.196,5.11,5.33,20.935,626.5,0,8.81,2,0.934,1,0.017,9.355,86.709,67.53,2,4031.07,22.873,15.65125,0,NA,NA,NA,NA
NLA17_ME-10007,1,0.375,7.03,2.85,0.141,19.9,6e-4,6.91,3.65,0.655,0.86,0.014,0.19,0.53,0.937,48,132.56,2.621,15.8225,0,NA,NA,NA,NA
NLA17_NH-10052,1,0.883,5.97,1.751,15.873,81.3,0,6.98,15.47,0.433,1.27,0.005,0.593,2.182,10.336,34,145.73,3.125,21.38625,0,NA,NA,NA,NA
NLA17_TN-10003,2,1.552,3.83,0.981,1.855,124.9,1e-4,8.68,44.32,1.458,20.32,0.009,3.431,0.018,1.098,5,1085.98,18.89,591.715,0,NA,NA,NA,NA
NLA17_ID-10011,1,12.984,4.85,11.77,13.661,282.9,5e-4,8.45,3.63,0.844,1.56,0.279,2.778,17.992,9.872,8,2014.36,26.886,34.2625,0,NA,NA,NA,NA
NLA17_VT-10002,1,1.65,4.34,2.371,0.593,45.5,0.001,7.48,3.95,0.275,0.81,0.011,0.442,2.271,0.727,30,337.85,5.262,9.83875,0.001,NA,NA,NA,NA
NLA17_VA-10001,2,3.368,6.54,9.66,4.523,97.7,0,7.67,85.6,0.894,12.93,0.008,4.201,1.28,4.596,30,756.84,7.348,93.865,0,NA,NA,NA,NA
NLA17_VA-10006,2,1.654,7.01,6.562,5.202,66.8,0,7.54,24.16,0.965,5.33,0.013,1.646,0.671,5.461,35,419.35,4.487,46.9225,0,NA,NA,NA,NA
NLA17_MI-10117,1,4.014,8.44,9.952,0.382,138.7,0,8.05,3.56,0.593,1.43,0.006,0.304,0.971,4.338,30,1362.22,17.995,20.0225,0,NA,NA,NA,NA
NLA17_MI-10121,1,0.342,5.28,0.023,0.635,11.4,2e-4,6.53,3.52,0.561,0.72,0.004,0.468,0.648,0.308,20,43.65,1.005,16.75875,0,NA,NA,NA,NA
NLA17_MT-10013,1,22.727,8.7,2.456,20.288,625.9,0,8.56,4.35,0.719,3.22,0.037,2.976,157.61,55.789,18,2198.87,36.42,59.3125,0,NA,NA,NA,NA
NLA17_DE-10002,1,2.202,2.61,8.584,9.884,91.7,1.0752,7.56,49.28,1.726,15.63,0.013,1.718,2.513,7.136,18,396.96,5.454,72.99,0.003,NA,NA,NA,NA
NLA17_VA-10039,1,4.057,4.45,16.132,44.516,343.6,1.4731,7.69,28.16,2.048,10.61,0.146,4.51,26.061,30.903,12,1036.39,22.293,111.22125,0.018,NA,NA,NA,NA
NLA17_TN-10001,2,3.507,8.13,8.259,1.825,190.3,5e-4,9.55,701.28,3.824,32.75,0.026,2.649,2.069,1.191,36,1922.95,31.338,588.96125,0.001,NA,NA,NA,NA
NLA17_IN-10109,1,164.863,2.37,11.688,3.166,2302.5,0,8.23,1.46,0.275,1.17,0.007,5.477,1293.541,22.205,15,4030.56,320.804,10.43,0,NA,NA,NA,NA
NLA17_ID-10002,1,11.589,2.56,13.609,10.667,355.6,0,8.63,29.44,0.029,6.79,0.011,2.558,26.046,12.145,25,2829.39,41.733,1.91625,0,NA,NA,NA,NA
NLA17_ME-10010,1,0.647,7.34,2.142,0.218,19.7,4e-4,7.05,3.6,0.281,0.96,0.006,0.22,0.915,0.907,60,132.46,1.877,11.4925,0,NA,NA,NA,NA
NLA17_WA-10012,1,4.36,3.96,13.768,2.75,103.5,0,7.97,4.79,0.399,1.17,0.019,1.373,0.416,4.746,11,940.2,9.264,35.54625,0,NA,NA,NA,NA
NLA17_IN-10133,1,50.362,4.18,2.83,7.138,998.4,0,8.45,5.84,0.565,3.41,0.005,4.066,385.406,73.492,5,2732.39,70.697,14.315,0,NA,NA,NA,NA
NLA17_IN-10028,2,18.207,5.1,8.468,25.738,397.8,0,8.58,6.46,0.669,4.86,0.013,1.936,30.407,14.246,5,2716.72,35.578,19.3875,0,NA,NA,NA,NA
NLA17_OR-10007,1,1.524,1.86,8.764,13.935,76.4,0,7.35,1.12,0.178,0.5,0.005,0.858,2.79,9.903,2,209.59,1.906,10.7725,0,NA,NA,NA,NA
NLA17_OR-10125,1,1.45,4.76,4.55,13.9,NA,NA,NA,3,0.2125,NA,NA,0.83,2.28,9.04,NA,179.838,2.22,NA,NA,NA,NA,0.21,NA
NLA17_VT-10018,1,1.245,3.15,3.368,0.415,111,0,8.05,2.02,0.175,0.73,0.007,0.638,2.64,0.815,20,1000.48,18.387,9.33375,0,NA,NA,NA,NA
NLA17_ID-10007,1,16.139,1.63,23.201,25.577,478.7,0.7199,8.43,3.58,1.153,4.18,0.058,3.96,45.56,24.047,2,2990.18,45.379,52.46,0,NA,NA,NA,NA
NLA17_IN-10010,2,17.456,7.35,6.778,39.45,491.2,0.001,8.6,12.67,0.935,5.61,0.014,3.399,23.333,23.977,9,3265.28,44.806,32.09,0,NA,NA,NA,NA
NLA17_CO-10006,1,2.26,2.29,12.83,0.219,75.8,3e-4,8.53,1.62,0.258,0.91,0.015,0.971,0.726,1.514,24,662.95,10.073,24.4375,0,NA,NA,NA,NA
NLA17_MT-10001,1,22.107,2.61,4.174,0.986,436.8,0,8.42,0.99,0.254,0.97,0.009,1.767,75.521,13.143,11,2449.19,42.321,12.3175,0,NA,NA,NA,NA
NLA17_OR-10111,1,2.28,6,NA,2.73,NA,NA,NA,12.5,2.9325,NA,NA,NA,1.36,5.04,NA,619.442,6.36,210,NA,NA,NA,2.93,NA
NLA17_OR-10128,1,3.21,3.21,5.41,4.76,NA,NA,NA,8.5,0.2325,NA,NA,3.5,2.82,5.4,NA,899.19,10.2,10,NA,NA,NA,0.23,NA
NLA17_NJ-10023,1,4.866,3.36,0.376,87.037,394.6,0,7.86,5.77,0.373,1.65,0.016,0.996,9.381,48.827,23,503.81,16.153,1.00875,0,NA,NA,NA,NA
NLA17_WI-10007,1,2.68,17,9.59,1.62,60.4,NA,7.36,11.6,0.566,3.55,NA,0.188,0.67,1.41,200,563,7.97,38.9,NA,67.5,NA,NA,NA
NLA17_WI-10025,1,0.215,16.5,1.05,1.67,13.5,NA,4.81,22.3,0.373,4.44,NA,0.394,0.518,0.275,200,-15,0.757,30,NA,224,NA,NA,NA
NLA17_OR-10167,1,0.06,1.32,0.627,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA17_ME-10019,1,0.816,13.11,1.368,0.139,20.8,0.0011,6.91,5.07,0.524,1.75,0.011,0.277,0.547,0.907,100,131.8,2.534,14.585,0,NA,NA,NA,NA
NLA17_SD-10097,1,105.797,26.72,30.322,16.219,1242.5,0,8.91,287.5,8.875,66.03,0.038,21.3,353.823,43.42,30,6029.78,29.551,473.0925,0,NA,NA,NA,NA
NLA17_NE-10002,1,13.987,21.05,30.056,4.238,437.7,0,8.87,28.13,2.713,16.47,0.047,34.612,0,31.132,30,3795.37,26.179,133.41875,0,NA,NA,NA,NA
NLA17_WA-10013,1,22.925,6.71,7.995,2.14,443.9,0,8.49,1.59,0.699,0.74,0.025,2.723,87.196,22.16,15,2564.61,34.826,31.185,0,NA,NA,NA,NA
NLA17_MT-10007,1,18.27,1.95,5.814,0.43,341.9,0,8.32,0.73,0.141,2.08,0.007,0.8,34.862,2.69,5,2733.51,39.979,9.9925,0,NA,NA,NA,NA
NLA17_MI-10010,1,13.154,3.77,5.848,8.343,320,6e-4,8.5,5.29,0.484,5.17,0.01,0.748,6.243,6.084,10,2565.18,39.736,12.13625,0,NA,NA,NA,NA
NLA17_ID-10062,1,0.891,2.61,8.771,0.143,42.3,0,7.49,3.86,0.274,1.29,0.01,0.27,0.38,2.605,10,343.13,4.69,18.18375,0,NA,NA,NA,NA
NLA17_WI-10089,1,1.45,5.48,0.154,7.33,63.6,NA,7.44,1.56,0.207,1.34,NA,0.518,1.71,4.46,5,314,4.82,5.49,NA,20.5,NA,NA,NA
NLA17_TX-10014,1,1.792,7.58,3.884,4.031,85.2,0,7.66,40.27,1.265,7.71,0.016,5.472,1.961,4.875,15,586.9,6.372,87.7375,0,NA,NA,NA,NA
NLA17_SD-10104,1,210.263,19.63,39.405,16.921,2080.8,0,8.84,136.08,5.375,65.46,0.033,31.616,1000.271,72.709,29,5007.05,110.827,464.01375,0,NA,NA,NA,NA
NLA17_WA-10014,1,10.247,6.33,16.188,3.019,304.8,9e-4,8.37,2.66,0.741,1.41,0.032,2.569,3.203,18.925,20,2923.76,30.252,36.516,0,NA,NA,NA,NA
NLA17_VT-10005,1,0.769,6.26,1.573,0.126,30.4,3e-4,7.2,6.46,0.261,1.05,0.007,0.544,1.375,1.016,50,232.86,3.897,12.1425,0,NA,NA,NA,NA
NLA17_MT-10006,1,79.599,24.53,24.101,47.749,1584.2,0,8.93,46.98,3.125,16.35,0.054,50.674,443.355,116.018,30,7693.71,89.527,2169.975,0,NA,NA,NA,NA
NLA17_MS-10006,1,1.003,6.87,0.846,0.655,29.8,0,7.12,12.19,0.513,4.76,0.012,1.121,0.842,1.028,20,204.8,2.848,43.35125,0,NA,NA,NA,NA
NLA17_ID-10084,1,6.019,2.55,20.682,1.505,167,0,8.65,22,0.519,2.5,0.033,2.05,3.809,6.352,10,1530.3,18.338,71.9625,0,NA,NA,NA,NA
NLA17_FL-10038,1,1.019,2.93,4.714,5.251,40.4,0,7.09,23.15,0.478,5.1,0.007,0.154,0.027,3.441,5,201.68,2.743,57.40375,0,NA,NA,NA,NA
NLA17_VT-10003,2,0.503,2.89,3.201,0.161,23.8,0.0022,7.18,1.82,0.163,0.43,0.009,0.255,1.884,0.786,0,157.99,2.854,2.95375,0.002,NA,NA,NA,NA
NLA17_WI-10109,1,1.52,16,2.16,1.96,37.2,NA,7.02,53.5,0.49,8.32,NA,0.543,1.27,0.924,200,284,4.71,38.2,NA,54.3,NA,NA,NA
NLA17_ME-10023,1,1.342,5.6,2.016,0.135,23,0,7.21,3.58,0.466,2.32,0.006,0.147,0.488,0.783,16,191.49,1.908,22.37,0,NA,NA,NA,NA
NLA17_NE-10004,1,1.785,13.88,57.328,0.476,189.2,0.0046,9.54,9.87,2.23,4.08,0.168,7.808,0.594,7.006,20,2027.84,28.304,709.265,0.001,NA,NA,NA,NA
NLA17_WA-10026,1,9.53,14.03,8.525,0.386,257.5,0,8.23,5.12,1.313,5.69,0.053,0.744,8.492,7.807,39,2491.3,31.719,81.48125,0,NA,NA,NA,NA
NLA17_MS-10002,1,2.408,4.69,4.304,4.218,82.2,0,7.78,16.32,0.505,6.63,0.01,4.074,1.712,4.597,15,605.54,6.575,54.89375,0,NA,NA,NA,NA
NLA17_ID-10071,1,0.287,1.41,5.763,0.129,42.7,0,7.53,0.32,0.056,0.34,0.005,0.276,1.636,1.102,5,366.92,6.917,14.6075,0,NA,NA,NA,NA
NLA17_MT-10065,1,7.74,15.62,3.214,4.565,209.3,0,9.34,171.2,3.213,28.76,0.025,8.121,7.644,14.923,32,1570.4,12.28,373.69625,0,NA,NA,NA,NA
NLA17_SD-10017,1,432.576,23.18,3.766,633.874,5467.2,0,9.11,6.51,2.185,3.96,0.029,108.51,2015.794,662.641,7,7912.53,24.97,40.354,0,NA,NA,NA,NA
NLA17_AZ-10100,1,27.857,5.05,6.652,91.258,942.1,0,8.52,3.79,0.334,0.88,0.006,5.737,240.586,103.759,0,2059.24,57.148,9.41,0,NA,NA,NA,NA
NLA17_VT-10001,2,0.736,5.63,4.122,4.968,53.9,0,7.41,2.16,0.239,0.41,0.018,0.79,1.819,4.283,30,290.69,5.071,5.82625,0,NA,NA,NA,NA
NLA17_IN-10129,1,24.692,7.98,6.298,44.326,728.2,1.3734,8.28,7.66,2.376,2.06,0.053,3.502,85.688,24.094,30,4723.45,90.597,36.99875,0,NA,NA,NA,NA
NLA17_MD-10015,1,0.757,6.7,1.848,0.679,21.9,6e-4,6.43,5.46,0.329,2.38,0.007,0.284,3.845,0.455,50,46.66,1.668,20.0825,0,NA,NA,NA,NA
NLA17_IN-10029,1,19.56,3.53,3.305,12.409,418.5,2.9022,8.46,9.33,3.775,3.33,0.068,3.494,11.163,6.815,10,3217.24,45.555,40.77125,0.003,NA,NA,NA,NA
NLA17_NH-10001,1,0.698,3.23,5.197,9.534,63.4,2e-4,7.19,14.08,0.225,1.12,0.011,0.601,1.913,6.604,18,205.19,3.722,17.6775,0,NA,NA,NA,NA
NLA17_WI-10086,1,19.7,4.52,5.23,51.1,470,1.51,8.03,4.01,1.91,1.84,NA,1.71,13.6,18.7,20,2860,38.6,33.2,NA,19.2,NA,NA,NA
NLA17_MO-10002,1,5.956,4.7,0.882,7,212.5,0,8.37,26.08,0.761,5.74,0.01,5.202,10.239,5.897,2,1664.32,25.338,38.24125,0,NA,NA,NA,NA
NLA17_VT-10007,1,1.289,1.91,5.395,3.276,187,1e-4,8.03,4.92,0.286,1.7,0.053,1.533,5.152,1.753,3,1656.42,31.835,17.06875,0,NA,NA,NA,NA
NLA17_OR-10166,1,NA,NA,1.33,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA17_IN-10134,1,26.093,3.19,7.381,20.408,579.1,2.9109,8.33,22.7,3.175,7.41,0.086,2.107,11.622,8.584,5,5196.45,68.004,76.21625,0,NA,NA,NA,NA
NLA17_MD-10001,1,2.669,3.55,1.311,4.402,99.3,0,7.9,0.79,0.221,0.64,0.011,0.905,7.701,2.552,10,660.98,12.436,3.03375,0,NA,NA,NA,NA
NLA17_CO-10057,1,65.368,7.3,5.648,119.668,1202.8,0,8.59,15.2,0.87,5.72,0.013,5.759,186.042,93.989,29,4923.57,42.258,47.865,0,NA,NA,NA,NA
NLA17_IN-10125,1,8.28,11.05,0.197,24.785,255.9,0,7.8,32.97,0.828,8.06,0.019,5.669,2.024,12.999,36,1535.16,18.386,303.07375,0,NA,NA,NA,NA
NLA17_VA-10013,1,3.831,11.44,5.789,14.048,131.6,0,7.8,85.28,2.069,11.86,0.019,7.587,1.344,4.615,30,677.64,9.016,213.50375,0,NA,NA,NA,NA
NLA17_IN-10009,1,4.307,3.24,3.914,3.606,126.2,0,7.82,8,0.33,2.34,0.007,1.785,17.04,4.363,3,714.49,11.619,23.41875,0,NA,NA,NA,NA
NLA17_MD-10038,1,2.572,8.41,0.031,12.783,261.9,8e-4,8.42,54.08,1.786,12.67,0.018,5.502,6.889,35.932,35,1950.36,11.15,436.71125,0,NA,NA,NA,NA
NLA17_CO-10009,2,1.757,5.67,9.033,0.191,52.4,1e-4,7.54,4.84,0.384,1.54,0.018,0.844,1.253,1.232,30,445.18,5.884,36.02375,0,NA,NA,NA,NA
NLA17_SD-10053,1,26.427,3.75,4.629,12.042,886.1,0,8.46,4.6,0.39,5.48,0.009,5.73,253.595,96.121,0,3327.44,55.47,19.8625,0,NA,NA,NA,NA
NLA17_OK-10012,1,17.116,10.1,7.689,18.084,319.9,0,8.33,10.4,0.698,4.97,0.018,5.11,3.814,11.07,18,2304.73,22.981,20.0075,0,NA,NA,NA,NA
NLA17_IN-10094,1,23.646,5.37,1.473,193.871,1034.1,0,8.39,2.83,0.594,5.48,0.026,7.777,82.991,122.448,10,2083.92,33.475,18.47875,0,NA,NA,NA,NA
NLA17_ME-10016,1,0.507,9.1,0.311,0.135,17.8,3e-4,6.73,4.51,0.854,4.54,0.021,0.153,1.236,0.519,55,96.02,2.075,17.69625,0,NA,NA,NA,NA
NLA17_WI-10003,1,30.2,6.97,5.38,54.6,552,NA,8.68,3.94,0.409,4.08,NA,1.8,17.9,23.4,15,3860,37.1,12.5,NA,37.3,NA,NA,NA
